step,acc,loss
0,0.0078125,4.7496514320373535
100,0.177734375,3.855994939804077
200,0.515625,2.042344808578491
300,0.736328125,1.071810245513916
400,0.822265625,0.6229604482650757
500,0.841796875,0.5919786691665649
600,0.896484375,0.3879822790622711
700,0.880859375,0.40004509687423706
800,0.89453125,0.35082685947418213
900,0.92578125,0.2977403998374939
1000,0.939453125,0.2161254584789276
1100,0.96484375,0.12969094514846802
1200,0.939453125,0.19968000054359436
1300,0.953125,0.2015857994556427
1400,0.953125,0.14888988435268402
1500,0.96484375,0.1399511843919754
1600,0.9609375,0.12555767595767975
1700,0.9453125,0.1695256233215332
1800,0.974609375,0.07475707679986954
1900,0.96484375,0.10497269034385681
2000,0.966796875,0.11023910343647003
2100,0.9765625,0.09633320569992065
2200,0.966796875,0.09908431023359299
2300,0.98046875,0.0699627622961998
2400,0.98046875,0.07095541805028915
2500,0.974609375,0.0906710997223854
2600,0.974609375,0.08903458714485168
2700,0.984375,0.0550924651324749
2800,0.970703125,0.08305437117815018
2900,0.978515625,0.07744888961315155
3000,0.982421875,0.06655578315258026
3100,0.974609375,0.08485235273838043
3200,0.9921875,0.04630836471915245
3300,0.978515625,0.06748022139072418
3400,0.970703125,0.09752677381038666
3500,0.98046875,0.07179798930883408
3600,0.9765625,0.06890065222978592
3700,0.986328125,0.049452632665634155
3800,0.970703125,0.09079290181398392
3900,0.98046875,0.06955570727586746
4000,0.98828125,0.05042592063546181
4100,0.982421875,0.05361861363053322
4200,0.984375,0.0580991692841053
4300,0.986328125,0.05747440829873085
4400,0.984375,0.048152390867471695
4500,0.982421875,0.04405513405799866
4600,0.982421875,0.04408906027674675
4700,0.984375,0.0693054273724556
4800,0.98828125,0.031245427206158638
4900,0.982421875,0.051714010536670685
5000,0.98046875,0.05089366436004639
5100,0.982421875,0.05425237491726875
5200,0.986328125,0.05965734273195267
5300,0.986328125,0.04899858683347702
5400,0.998046875,0.013822706416249275
5500,0.990234375,0.03736533597111702
5600,0.99609375,0.027430949732661247
5700,0.990234375,0.04447378218173981
5800,0.98828125,0.04368368536233902
5900,0.98828125,0.035292211920022964
6000,0.98828125,0.0385892279446125
6100,0.982421875,0.040761347860097885
6200,0.986328125,0.04774228483438492
6300,0.990234375,0.0407930351793766
