step,acc,loss
0,0.009765625,4.764603137969971
100,0.19921875,3.8321030139923096
200,0.53125,2.036085844039917
300,0.73046875,1.0848503112792969
400,0.798828125,0.7353739738464355
500,0.875,0.4720015823841095
600,0.892578125,0.41465771198272705
700,0.8984375,0.34810614585876465
800,0.88671875,0.31578341126441956
900,0.919921875,0.26013126969337463
1000,0.94921875,0.18467479944229126
1100,0.94140625,0.21465754508972168
1200,0.939453125,0.17117933928966522
1300,0.94140625,0.19204095005989075
1400,0.95703125,0.15549486875534058
1500,0.9609375,0.1382952630519867
1600,0.974609375,0.11173950135707855
1700,0.96484375,0.1284804791212082
1800,0.96484375,0.10925383865833282
1900,0.96484375,0.11295926570892334
2000,0.97265625,0.11262834817171097
2100,0.986328125,0.06061504781246185
2200,0.9765625,0.07694324851036072
2300,0.97265625,0.07723486423492432
2400,0.96484375,0.09257670491933823
2500,0.974609375,0.07399801909923553
2600,0.97265625,0.08543465286493301
2700,0.98046875,0.07982516288757324
2800,0.97265625,0.09840139746665955
2900,0.982421875,0.05608147382736206
3000,0.982421875,0.05785917118191719
3100,0.9765625,0.054871849715709686
3200,0.98828125,0.0707448273897171
3300,0.974609375,0.07656249403953552
3400,0.9921875,0.03221176192164421
3500,0.984375,0.05870819091796875
3600,0.9765625,0.061447568237781525
3700,0.990234375,0.057225584983825684
3800,0.9765625,0.06525637209415436
3900,0.986328125,0.05158276855945587
4000,0.994140625,0.051863040775060654
4100,0.9921875,0.04378921538591385
4200,0.986328125,0.04938996955752373
4300,0.9765625,0.05256953835487366
4400,0.98046875,0.052453719079494476
4500,0.990234375,0.0423903726041317
4600,0.986328125,0.045897699892520905
4700,0.984375,0.04618857800960541
4800,0.98828125,0.03854409232735634
4900,0.98828125,0.04084843024611473
5000,0.990234375,0.031929414719343185
5100,0.9921875,0.03540470078587532
5200,0.984375,0.04382319748401642
5300,0.994140625,0.022537371143698692
5400,0.9921875,0.0209339652210474
5500,0.984375,0.05102460831403732
5600,0.9921875,0.027328431606292725
5700,0.994140625,0.023243727162480354
5800,0.9921875,0.02593153528869152
5900,0.990234375,0.050433602184057236
6000,0.98828125,0.03560194745659828
6100,0.98046875,0.06866227835416794
6200,0.982421875,0.055589593946933746
6300,0.9921875,0.019876709207892418
6400,0.9921875,0.01864452101290226
6500,0.9921875,0.019175635650753975
6600,0.990234375,0.036618612706661224
6700,0.994140625,0.02359640784561634
6800,0.9921875,0.02129604108631611
6900,0.98828125,0.04715263098478317
7000,0.98828125,0.03167707845568657
7100,0.994140625,0.016765890643000603
7200,0.99609375,0.01692386157810688
7300,0.986328125,0.03477085381746292
7400,0.998046875,0.01664191670715809
7500,0.98828125,0.032503966242074966
7600,0.98046875,0.047196436673402786
7700,0.99609375,0.01719772443175316
7800,0.998046875,0.0070673637092113495
7900,0.99609375,0.01927061192691326
8000,0.994140625,0.015371294692158699
8100,0.98828125,0.04105500876903534
8200,0.98828125,0.028365489095449448
8300,1.0,0.006758278235793114
8400,0.990234375,0.03396330773830414
8500,0.998046875,0.008850356563925743
8600,0.994140625,0.015830298885703087
8700,0.994140625,0.017753303050994873
8800,0.994140625,0.02284451201558113
8900,0.990234375,0.01804509200155735
9000,0.998046875,0.010605229996144772
9100,1.0,0.001519498648121953
9200,0.998046875,0.00839763693511486
9300,0.99609375,0.018884023651480675
9400,0.98828125,0.031877484172582626
9500,0.9921875,0.0261947363615036
9600,0.994140625,0.01671072468161583
9700,0.998046875,0.007568802684545517
9800,0.994140625,0.01854960434138775
9900,0.9921875,0.019842524081468582
10000,0.994140625,0.01591559499502182
10100,0.99609375,0.017791839316487312
10200,0.994140625,0.008655325509607792
10300,0.998046875,0.008956569246947765
10400,0.9921875,0.024144090712070465
10500,0.998046875,0.009652954526245594
10600,0.99609375,0.036054786294698715
10700,0.99609375,0.021251549944281578
10800,1.0,0.005064188502728939
10900,0.994140625,0.022618211805820465
11000,0.99609375,0.016850832849740982
11100,0.99609375,0.009233463555574417
11200,0.990234375,0.023302612826228142
11300,0.99609375,0.007325759623199701
11400,0.994140625,0.012311838567256927
11500,0.998046875,0.010033467784523964
11600,0.99609375,0.009151588194072247
11700,0.98828125,0.02203950844705105
11800,0.99609375,0.010046139359474182
11900,0.99609375,0.011234307661652565
12000,0.998046875,0.007925962097942829
12100,0.9921875,0.02305769920349121
12200,0.99609375,0.011377801187336445
12300,0.994140625,0.024380801245570183
12400,0.998046875,0.0059289513155817986
12500,0.994140625,0.01372973620891571
12600,0.994140625,0.024033907800912857
12700,1.0,0.00267176516354084
12800,0.99609375,0.007236176636070013
12900,0.998046875,0.004356136545538902
13000,0.998046875,0.004805624019354582
13100,0.998046875,0.005687850993126631
13200,0.99609375,0.007202718872576952
13300,0.998046875,0.008364114910364151
13400,0.998046875,0.00848324503749609
13500,0.99609375,0.01608659140765667
13600,0.99609375,0.012080032378435135
13700,0.998046875,0.008004906587302685
13800,0.998046875,0.0023628452327102423
13900,0.99609375,0.018629293888807297
14000,0.998046875,0.007458406966179609
14100,1.0,0.002330569550395012
14200,0.998046875,0.010159410536289215
14300,0.998046875,0.006361272186040878
14400,0.998046875,0.0033498199190944433
14500,0.99609375,0.007937254384160042
14600,1.0,0.0009514337871223688
14700,0.998046875,0.005120685324072838
14800,1.0,0.0034961060155183077
14900,0.998046875,0.004723401740193367
15000,0.998046875,0.0025546648539602757
15100,1.0,0.003354277927428484
15200,1.0,0.0023511385079473257
15300,0.994140625,0.015934810042381287
15400,0.99609375,0.007407051976770163
15500,0.998046875,0.00792529433965683
15600,1.0,0.0029297121800482273
15700,1.0,0.0019238654058426619
15800,0.998046875,0.006874085869640112
15900,0.998046875,0.005200238432735205
16000,0.998046875,0.004924677312374115
16100,1.0,0.001379745313897729
16200,0.998046875,0.004229601472616196
16300,1.0,0.000874022429343313
16400,1.0,0.0006007131887599826
16500,1.0,0.0025269801262766123
16600,0.998046875,0.005803591106086969
16700,1.0,0.0013625972205772996
16800,0.998046875,0.005364950280636549
16900,0.99609375,0.014181849546730518
17000,0.99609375,0.00944710522890091
17100,1.0,0.0011561927385628223
17200,1.0,0.0013943995581939816
17300,0.998046875,0.0024730972945690155
17400,1.0,0.0009452828671783209
17500,0.99609375,0.012122591026127338
17600,1.0,0.0009113987907767296
